communityname,State,countyCode,communityCode,fold,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,otherPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,numPolice,policePerPop,policeField,policeFieldPerPop,policeCalls,policCallPerPop,policCallPerOffic,policePerPop2,racialMatch,pctPolicWhite,pctPolicBlack,pctPolicHisp,pctPolicAsian,pctPolicMinority,officDrugUnits,numDiffDrugsSeiz,policAveOT,landArea,popDensity,pctUsePubTrans,policCarsAvail,policOperBudget,pctPolicPatrol,gangUnit,pctOfficDrugUnit,policBudgetPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,nonViolPerPop,violentPerPop
Superiorcity,WI,31.0,78650.0,1,27134,2.47,0.53,96.09,0.84,0.52,14.51,26.47,13.78,15.12,27134,100.0,20905,69.17,0.2,41.01,35.36,12.76,15.19,26552,10769,10964,8655,7206,2089,3583.0,7807,4450,17.1,8.04,22.68,15.93,9.73,54.86,10.52,29.31,15.07,21.55,10.51,32.75,13.37,12.05,2.98,64.68,64.84,71.73,65.8,57.44,67.47,606,2.57,453,8.61,12.14,23.18,26.93,0.14,0.2,0.39,0.45,96.73,0.52,3.17,2.05,2.36,2.55,2.07,66.06,1.1,48.92,3,683,94.15,61.19,9.08,38.36,1939,3.59,0.47,26700,37300,51700,25000,168,238,302,134,295,27.5,18.4,13.4,13,0,1.67,59.59,58.23,85.26,89.4,,,,,,,,,,,,,,,,,,38.3,709.0,1.77,,,,,0.0,,1,3.6,17.0,61.22,15.0,54.02,43.0,154.85,347.0,1249.64,1403.0,5052.58,100.0,360.13,29.0,104.44,6766.78,273.7
SanBernardinocity,CA,,,4,164164,3.01,16.01,60.64,4.0,34.57,14.78,30.37,14.56,9.0,164164,100.0,25533,73.63,0.33,27.88,23.34,17.98,15.9,28843,10865,13068,7947,8925,7815,6887.0,7167,36174,22.79,12.54,31.91,12.71,10.69,54.27,12.3,24.82,15.67,20.9,13.11,34.9,17.73,15.47,3.43,61.49,55.92,65.33,64.98,46.31,55.83,9790,7.94,25392,21.04,33.97,46.12,57.21,3.25,5.25,7.13,8.85,70.98,8.34,11.74,8.42,2.9,2.84,2.97,51.21,14.54,60.73,2,4322,92.65,52.25,10.55,26.26,1963,7.95,0.44,75500,96200,127100,51600,334,422,517,183,485,32.1,22.9,11.5,828,133,15.47,51.89,40.1,72.08,88.19,1139.0,623.66,701.0,383.83,577907.0,316432.5,507.4,623.7,69.48,57.58,2.94,8.08,0.88,9.65,44.0,7.0,92.2,57.1,2876.8,1.72,531.0,99870704.0,61.55,5.0,3.86,546841.19,82,44.9,129.0,70.63,1550.0,848.7,3805.0,2083.42,4740.0,2595.38,8410.0,4604.89,3596.0,1968.99,144.0,78.85,9248.11,3047.66
SaltLakeCitycity,UT,,,2,159936,2.4,1.72,87.02,4.73,9.7,13.62,29.8,14.84,12.73,159802,99.92,22697,75.55,0.79,41.9,27.49,6.69,15.05,29697,13482,14423,8191,5258,8063,6383.0,6837,25651,16.4,4.69,16.96,30.44,5.58,61.65,12.0,31.17,12.27,32.51,12.95,35.03,14.66,13.83,3.13,70.53,69.97,77.97,75.6,57.54,65.9,3772,3.07,13258,23.8,33.75,41.85,50.98,1.97,2.8,3.47,4.23,85.44,2.01,8.26,4.66,2.33,2.6,2.07,55.1,4.36,62.22,2,7105,90.37,49.38,6.81,33.37,1951,6.19,0.39,49700,67200,95800,46100,223,282,358,135,333,24.9,21.0,12.7,542,163,8.29,57.5,45.77,77.25,83.33,353.0,200.84,324.0,184.34,128935.0,73356.5,365.3,200.8,89.56,97.45,0.28,1.98,0.28,2.55,24.0,12.0,36.4,112.9,1416.1,5.81,277.0,28034134.0,91.78,5.0,6.8,159497.8,19,10.81,204.0,116.06,498.0,283.33,681.0,387.45,2823.0,1606.12,12831.0,7300.09,1397.0,794.81,80.0,45.52,9746.54,797.66
Rentoncity,WA,,,7,41688,2.29,6.55,83.45,7.74,2.96,11.44,29.47,13.1,9.57,41688,100.0,32393,83.61,0.37,44.69,19.97,5.93,14.23,38993,16298,17034,12050,7482,14105,9990.0,12112,2898,7.02,3.77,14.49,21.76,4.58,69.67,31.33,13.48,11.42,28.86,13.63,33.07,17.03,15.35,2.92,69.04,67.8,80.76,72.27,58.67,67.91,638,2.38,3261,12.73,17.82,31.09,39.47,1.0,1.39,2.43,3.09,89.85,1.09,3.38,1.99,2.27,2.53,2.03,53.97,3.76,59.27,2,1024,94.68,48.52,1.27,23.44,1971,3.22,0.12,81900,106300,140100,58200,359,440,531,172,489,24.4,20.0,11.9,94,5,7.82,49.72,43.3,78.74,85.47,,,,,,,,,,,,,,,,,,16.8,2476.7,5.02,,,,,0.0,,3,6.78,32.0,72.32,109.0,246.34,120.0,271.2,643.0,1453.21,3093.0,6990.3,483.0,1091.6,31.0,70.06,9605.17,596.65
Gaffneycity,SC,,,4,13145,2.61,39.06,59.75,0.97,0.3,16.78,28.54,15.37,13.47,0,0.0,21515,74.92,0.52,25.58,31.43,10.17,14.57,26836,10712,13835,6083,0,2667,0.0,0,2656,20.75,21.41,40.53,12.48,9.29,57.35,41.02,17.42,32.92,17.97,11.68,33.05,14.05,12.99,3.16,57.59,48.15,52.56,61.42,66.45,74.74,1125,9.25,116,22.41,22.41,22.41,22.41,0.2,0.2,0.2,0.2,97.82,0.44,6.1,4.25,2.56,2.65,2.41,64.24,4.67,45.82,3,420,92.29,62.11,3.81,54.29,1964,13.54,0.97,35200,48100,69000,33800,126,203,273,147,298,24.6,18.3,12.9,0,1,0.88,78.56,60.37,86.67,92.32,,,,,,,,,,,,,,,,,,7.6,1720.5,0.09,,,,,0.0,,1,6.25,3.0,18.75,20.0,124.99,39.0,243.73,162.0,1012.44,292.0,1824.89,34.0,212.49,0.0,0.0,3049.81,393.73
Norwoodtown,MA,21.0,50250.0,1,28700,2.6,1.6,96.57,1.47,1.1,11.17,27.41,12.76,14.42,28700,100.0,42805,79.47,0.39,47.7,30.23,5.41,17.23,50394,18193,18276,17342,21482,12639,21852.0,22594,1126,4.01,4.49,13.89,27.01,4.85,65.42,14.02,27.17,8.5,32.78,5.97,36.05,9.06,7.64,3.14,79.53,79.76,92.05,77.12,65.16,72.81,263,1.18,2637,11.38,16.27,23.93,27.76,1.05,1.49,2.2,2.55,89.98,0.6,5.08,3.46,2.55,2.89,2.09,64.62,1.47,47.35,3,566,95.11,56.96,1.41,34.45,1956,0.69,0.28,155100,179000,215500,60400,463,669,824,361,736,24.4,20.8,12.5,0,0,9.19,77.3,63.45,82.23,93.53,,,,,,,,,,,,,,,,,,10.9,2643.5,9.62,,,,,0.0,,0,0.0,4.0,13.53,9.0,30.44,54.0,182.66,110.0,372.09,288.0,974.19,144.0,487.1,17.0,57.5,1890.88,226.63
SimiValleycity,CA,,,5,100217,3.13,1.52,88.15,5.46,12.68,15.35,28.8,13.85,4.87,100217,100.0,53967,91.03,0.87,43.99,12.91,3.85,10.58,56756,18630,18988,19641,13190,17197,13184.0,12716,3536,3.56,3.42,13.34,21.12,4.11,75.05,22.16,17.3,9.59,30.02,9.05,30.18,12.8,10.93,3.39,81.88,77.77,89.95,84.23,60.4,70.66,1209,1.82,11938,13.23,21.92,29.39,40.6,1.58,2.61,3.5,4.84,84.59,2.55,7.78,6.35,3.12,3.17,2.97,77.5,5.51,27.4,3,1113,96.64,76.36,0.0,26.06,1973,0.58,0.2,195600,233000,287200,91600,711,844,978,267,896,30.7,26.2,11.2,11,0,11.91,51.71,46.11,70.46,91.26,,,,,,,,,,,,,,,,,,34.2,2928.3,0.46,,,,,0.0,,0,0.0,16.0,14.89,54.0,50.24,185.0,172.12,611.0,568.45,1632.0,1518.34,370.0,344.23,24.0,22.33,2453.34,237.24
Conneautcity,OH,7.0,18350.0,5,13241,2.6,1.23,98.13,0.29,0.85,14.42,25.16,12.14,15.78,0,0.0,21144,67.83,0.49,38.14,36.11,10.31,20.92,26313,10276,10318,5975,9541,7025,0.0,1905,2507,19.15,6.65,27.14,6.4,10.91,50.27,36.54,19.76,26.55,16.36,9.27,23.25,11.28,10.34,3.09,75.57,72.89,76.4,77.49,53.18,62.75,195,1.66,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.72,0.79,4.47,3.26,2.58,2.59,2.56,70.17,1.38,39.22,3,630,88.98,69.92,5.08,69.68,1942,6.7,0.52,28000,38700,54400,26400,164,215,270,106,319,24.8,16.6,12.8,0,0,1.43,70.77,61.86,88.33,92.22,,,,,,,,,,,,,,,,,,27.3,484.7,0.65,,,,,0.0,,1,7.54,4.0,30.14,2.0,15.07,6.0,45.21,72.0,542.58,240.0,1808.59,13.0,97.97,0.0,0.0,2449.13,97.97
FosterCitycity,CA,,,1,28176,2.51,3.23,73.48,21.98,5.77,11.65,26.23,11.54,6.49,28176,100.0,60462,89.78,0.98,59.72,11.31,2.07,11.54,66991,28399,30694,24563,28303,21756,20609.0,22960,827,2.95,1.67,4.96,46.69,3.4,76.17,13.11,19.41,4.32,42.67,10.0,32.2,13.35,11.7,3.01,82.87,82.17,95.71,83.86,68.43,72.33,128,0.84,6342,18.83,27.59,35.3,42.83,4.24,6.21,7.95,9.64,74.62,3.38,3.69,2.48,2.5,2.75,2.14,66.0,3.02,48.93,3,537,95.43,60.12,0.19,10.24,1975,0.0,0.34,329500,411700,494300,164800,784,947,1001,217,969,24.4,27.1,11.7,0,0,22.51,41.41,42.19,67.9,81.19,,,,,,,,,,,,,,,,,,3.9,7232.0,3.93,,,,,0.0,,1,3.38,1.0,3.38,17.0,57.39,36.0,121.54,111.0,374.75,526.0,1775.83,64.0,216.07,6.0,20.26,2386.9,185.69
GroveCitycity,OH,,,3,19661,2.66,0.54,98.76,0.38,0.54,14.55,27.07,13.04,9.32,19653,100.0,34350,83.26,0.54,42.16,22.32,3.89,18.52,39847,14147,14164,12976,14552,2992,19501.0,15884,1125,5.82,4.85,18.75,14.95,3.23,69.54,12.99,22.14,15.44,24.12,9.17,23.91,14.04,11.76,3.06,78.18,76.28,91.98,73.78,67.78,75.78,185,1.24,152,8.55,8.55,21.05,21.05,0.07,0.07,0.16,0.16,97.89,0.25,2.91,2.21,2.62,2.78,2.32,70.7,1.07,35.96,3,293,96.18,66.8,0.68,14.68,1968,2.48,0.25,63200,75200,93400,30200,314,373,433,119,451,24.1,20.8,12.3,0,0,0.77,78.58,47.3,84.68,92.42,,,,,,,,,,,,,,,,,,10.5,1879.5,1.69,,,,,0.0,,0,0.0,7.0,30.73,16.0,70.23,5.0,21.95,79.0,346.76,612.0,2686.33,51.0,223.86,0.0,0.0,3256.96,122.9
Spartatownship,NJ,37.0,69690.0,6,15157,2.92,0.38,98.17,1.13,1.81,14.48,22.83,11.08,7.45,0,0.0,63032,85.46,1.49,62.47,17.95,2.23,14.69,68667,24516,24585,73636,0,19193,12091.0,22111,288,1.9,1.95,6.87,42.62,3.85,68.78,12.36,25.96,4.66,43.67,5.74,24.98,7.11,6.44,3.26,89.66,88.94,96.64,91.04,40.63,61.02,54,0.5,747,4.15,5.89,9.1,12.58,0.2,0.29,0.45,0.62,93.61,0.35,3.9,3.21,2.91,3.0,2.36,88.98,0.33,20.9,3,497,91.27,86.37,0.8,50.1,1962,0.13,0.12,157800,194800,270500,112700,403,678,927,524,747,29.1,24.9,14.7,0,0,4.92,56.03,54.99,70.07,85.2,,,,,,,,,,,,,,,,,,38.7,391.2,3.11,,,,,0.0,,0,0.0,0.0,0.0,1.0,6.45,7.0,45.12,39.0,251.39,160.0,1031.33,12.0,77.35,1.0,6.45,1366.51,51.57
SouthPasadenacity,CA,,,3,23936,2.34,3.11,69.82,21.25,13.42,11.69,27.02,11.88,10.61,23936,100.0,43043,83.39,0.6,51.49,17.58,3.39,10.13,55808,26106,27886,29668,16382,22825,15419.0,16887,1184,5.0,3.88,8.37,48.96,2.55,68.65,9.65,36.46,3.28,51.51,9.55,36.33,14.63,12.3,3.05,74.48,74.91,92.86,72.79,51.01,65.11,196,1.4,5609,12.93,20.0,30.36,39.08,3.03,4.69,7.11,9.16,68.01,4.34,5.1,2.94,2.31,2.79,1.94,53.44,5.75,64.46,2,487,95.46,44.4,2.05,23.61,1951,0.38,0.09,278900,383600,500001,221101,538,643,743,205,696,25.9,23.5,10.9,0,0,23.43,44.91,48.73,82.64,87.33,,,,,,,,,,,,,,,,,,3.6,6731.2,1.71,,,,,0.0,,0,0.0,4.0,16.02,57.0,228.33,26.0,104.15,213.0,853.23,405.0,1622.34,242.0,969.4,47.0,188.27,3633.23,348.5
Venicecity,FL,,,2,16922,1.86,1.27,98.27,0.3,0.68,4.68,9.38,4.64,48.35,16922,100.0,27834,39.25,0.94,69.63,68.37,3.68,40.08,33024,19940,20227,2476,14111,17620,581.0,11562,944,5.79,6.2,19.28,23.32,3.96,27.58,8.34,27.49,8.22,26.11,7.78,13.07,9.61,8.84,2.29,63.39,60.8,84.08,71.14,57.14,71.89,107,0.61,1140,2.72,3.16,4.04,4.82,0.18,0.21,0.27,0.33,93.51,0.91,1.05,0.63,1.8,1.81,1.76,74.92,0.81,81.68,2,3369,72.94,74.38,0.06,32.62,1974,3.02,0.0,68800,91300,130700,61900,369,468,605,236,535,29.4,22.6,11.2,0,3,6.74,6.75,49.33,69.68,74.8,,,,,,,,,,,,,,,,,,7.7,2201.1,0.15,,,,,0.0,,0,0.0,0.0,0.0,5.0,29.45,55.0,323.97,111.0,653.83,505.0,2974.61,24.0,141.37,0.0,0.0,3769.81,353.42
Coatesvillecity,PA,29.0,14712.0,9,11038,2.71,39.8,57.15,0.47,4.98,14.4,27.4,12.96,13.97,11038,100.0,24887,70.48,0.0,29.28,32.69,11.79,22.73,29013,10570,12938,7544,6448,8008,4820.0,7335,2005,18.19,9.82,32.4,10.0,6.87,55.49,20.93,29.34,18.2,14.86,10.39,40.58,14.87,12.89,3.28,49.04,42.71,58.04,47.54,56.46,67.78,1318,13.77,315,5.08,21.59,43.49,48.89,0.14,0.62,1.24,1.4,90.82,2.52,8.45,5.84,2.68,2.85,2.5,54.04,3.46,38.83,3,313,92.87,50.74,19.81,54.95,1939,6.42,0.25,49700,67300,86600,36900,226,359,461,235,435,28.1,23.3,14.5,60,0,2.85,82.53,59.46,91.36,94.97,,,,,,,,,,,,,,,,,,1.9,5750.2,4.79,,,,,0.0,,2,16.87,6.0,50.6,76.0,640.97,41.0,345.79,110.0,927.72,331.0,2791.6,66.0,556.63,3.0,25.3,4301.26,1054.23
LaQuintacity,CA,,,10,11215,2.85,1.84,79.72,1.52,26.25,11.46,25.06,10.42,9.19,10627,93.37,39572,78.32,1.15,38.58,20.36,6.2,13.2,43596,19678,22551,6181,6565,11260,8222.0,8066,730,6.46,6.71,18.58,21.07,6.12,65.24,7.41,20.57,8.08,27.92,10.53,24.72,14.96,12.74,3.21,76.16,71.86,87.38,83.99,49.1,64.54,139,1.86,1324,13.97,21.22,23.64,27.27,1.65,2.51,2.79,3.22,77.31,4.72,8.5,6.49,2.85,2.65,3.38,66.9,8.09,31.99,3,2495,61.17,72.04,0.28,24.13,1985,1.42,0.31,89800,117400,194500,104700,536,640,726,190,779,30.6,25.5,13.2,0,0,11.63,46.66,30.42,65.27,84.82,,,,,,,,,,,,,,,,,,25.2,444.3,0.86,,,,,0.0,,0,0.0,3.0,17.31,10.0,57.71,118.0,681.02,429.0,2475.9,448.0,2585.56,61.0,352.05,3.0,17.31,5430.83,756.05
Brownwoodcity,TX,,,5,18387,2.64,6.1,83.01,0.37,14.5,17.06,27.99,15.58,15.77,0,0.0,17826,66.53,2.22,31.22,38.11,11.52,13.4,22815,9185,9958,5388,6623,3886,5273.0,5186,4106,23.79,16.36,35.35,15.25,9.51,49.56,20.45,26.36,19.96,19.57,10.33,29.43,13.8,12.18,3.07,70.73,63.68,71.82,74.06,54.47,61.93,374,2.45,645,8.53,20.47,28.68,38.14,0.3,0.72,1.01,1.34,87.02,2.1,4.97,3.38,2.46,2.48,2.43,64.59,4.78,54.22,2,1128,86.08,64.15,3.37,56.21,1955,12.69,0.46,21100,34400,53400,32300,161,234,299,138,306,27.9,20.7,13.8,0,0,3.51,79.78,48.78,76.56,94.17,,,,,,,,,,,,,,,,,,12.2,1510.6,0.61,,,,,0.0,,0,0.0,13.0,67.96,14.0,73.19,106.0,554.13,239.0,1249.41,832.0,4349.42,38.0,198.65,10.0,52.28,5849.76,695.28
Brownsvillecity,TN,,,8,10019,2.71,53.49,45.97,0.16,0.7,16.04,27.4,12.66,13.04,0,0.0,17682,73.52,2.06,21.8,36.2,16.32,10.14,23135,9066,13016,5736,8810,0,5278.0,4346,2679,26.76,21.54,40.94,11.42,8.68,56.17,35.34,17.16,29.56,18.09,11.66,29.72,16.48,14.42,3.26,53.66,47.32,59.36,62.33,65.88,75.21,877,9.57,69,0.0,0.0,17.39,26.09,0.0,0.0,0.12,0.18,97.34,0.52,6.93,4.98,2.67,2.73,2.58,61.71,5.3,41.01,3,150,96.1,60.3,0.0,36.67,1971,8.92,1.33,33000,41500,59400,26400,103,192,260,157,277,26.5,21.9,15.3,0,0,0.69,86.08,58.57,88.88,94.2,,,,,,,,,,,,,,,,,,7.4,1359.8,0.26,,,,,0.0,,0,0.0,11.0,105.34,16.0,153.23,132.0,1264.13,176.0,1685.5,338.0,3236.93,51.0,488.41,1.0,9.58,5420.42,1522.7
Watervillecity,ME,11.0,80740.0,5,17173,2.61,0.49,98.49,0.58,0.65,20.44,33.58,21.93,14.56,0,0.0,22617,70.14,0.48,38.59,33.39,12.45,15.83,29054,12002,11996,15431,11190,10520,10679.0,12628,2401,16.04,12.33,25.49,22.24,7.63,53.74,16.09,39.28,12.77,29.77,9.47,38.92,12.57,11.17,2.9,66.02,65.61,70.27,66.6,61.44,69.47,385,3.04,737,14.25,18.72,21.17,26.87,0.61,0.8,0.91,1.15,83.4,1.09,2.64,1.66,2.27,2.56,1.98,56.3,0.94,56.67,2,425,93.94,49.93,3.06,31.06,1945,6.11,0.62,57100,74400,101800,44700,223,316,390,167,359,26.0,17.2,12.7,0,0,4.31,65.55,46.49,70.52,80.86,,,,,,,,,,,,,,,,,,14.1,1218.9,0.4,,,,,0.0,,0,0.0,2.0,12.31,3.0,18.47,30.0,184.66,121.0,744.8,801.0,4930.44,33.0,203.13,1.0,6.16,5884.53,215.44
Houmacity,LA,,,1,30495,2.86,24.96,71.0,0.77,1.41,14.7,26.81,12.76,10.83,30495,100.0,19397,69.39,0.58,29.9,29.68,12.93,14.56,23708,9790,11957,4412,3739,7951,3798.0,8340,7908,26.41,19.02,37.41,12.55,8.38,49.62,6.09,26.11,16.34,23.43,10.45,28.56,13.2,11.92,3.33,67.57,60.66,65.9,68.82,45.83,52.3,1638,5.69,240,0.0,3.33,7.5,27.08,0.0,0.03,0.06,0.21,86.08,1.04,8.02,6.0,2.82,2.87,2.73,65.71,7.19,43.93,3,818,92.87,64.51,6.72,60.51,1962,8.66,0.64,37000,53700,74300,37300,148,218,293,145,319,28.6,20.9,13.0,58,0,0.79,87.5,58.39,92.72,96.99,,,,,,,,,,,,,,,,,,14.0,2172.0,0.18,,,,,0.0,,5,15.87,14.0,44.43,78.0,247.56,360.0,1142.6,296.0,939.47,856.0,2716.86,98.0,311.04,4.0,12.7,3980.07,1450.47
Middletoncity,WI,25.0,51575.0,2,13289,2.33,1.28,96.72,1.27,0.93,11.69,28.35,12.57,8.67,13289,100.0,34859,86.55,1.17,61.79,19.05,4.24,12.46,44659,17436,17717,8802,5311,7864,0.0,9670,763,5.79,3.59,7.56,42.18,2.06,76.78,9.84,34.06,7.15,38.62,9.1,31.29,13.27,11.35,2.95,75.53,77.43,93.02,72.48,66.93,81.84,116,1.31,390,22.31,33.85,37.95,46.41,0.65,0.99,1.11,1.36,94.78,0.81,2.16,1.32,2.32,2.69,1.97,56.38,1.35,50.45,2,203,96.56,48.59,0.49,25.12,1971,1.09,0.03,75900,93000,122200,46300,387,448,504,117,489,24.2,21.5,13.3,0,0,2.93,66.87,43.31,76.15,86.28,,,,,,,,,,,,,,,,,,6.7,1990.1,2.8,,,,,0.0,,0,0.0,0.0,0.0,7.0,48.06,4.0,27.46,85.0,583.59,369.0,2533.47,26.0,178.51,0.0,0.0,3295.57,75.52
CollegeParkcity,GA,,,3,20457,2.54,74.45,21.07,3.24,1.98,15.69,35.05,17.4,6.53,20236,100.0,22194,84.83,0.56,14.36,15.44,8.97,10.18,23768,10370,15789,9138,9189,5458,6549.0,9481,4671,23.37,9.18,25.0,17.15,8.29,68.81,10.12,18.82,17.17,18.75,15.68,45.52,21.42,18.77,3.19,43.05,39.39,51.28,40.64,76.34,77.55,2302,17.6,1298,19.41,36.98,52.16,82.9,1.23,2.35,3.31,5.26,90.27,2.55,7.51,4.58,2.52,2.49,2.53,21.97,8.75,73.88,2,2012,80.03,22.24,3.03,27.53,1968,9.51,0.42,52800,72800,91300,38500,342,398,447,105,478,26.9,23.8,12.8,0,4,6.41,59.7,33.88,65.55,78.39,,,,,,,,,,,,,,,,,,10.0,2035.9,17.9,,,,,0.0,,8,34.88,27.0,117.73,202.0,880.79,193.0,841.55,578.0,2520.28,1945.0,8480.86,718.0,3130.72,0.0,0.0,14131.86,1874.95
TarponSpringscity,FL,,,4,17906,2.42,8.04,90.62,0.69,1.8,11.58,20.95,10.0,21.35,17906,100.0,25380,64.78,0.35,45.08,42.4,5.31,23.86,30490,13557,14492,4777,6615,4721,12017.0,11631,1897,10.82,8.74,25.82,15.15,6.91,48.87,9.35,22.66,9.51,25.66,10.78,22.29,12.05,11.45,2.86,71.49,66.37,76.15,76.61,58.05,65.91,378,2.55,1908,6.6,10.22,12.11,17.45,0.7,1.09,1.29,1.86,82.44,2.09,3.53,2.45,2.37,2.4,2.29,72.47,2.57,62.52,2,1718,81.15,71.49,0.47,31.61,1976,5.45,0.29,59900,80700,111100,51200,253,355,459,206,424,29.5,25.3,12.7,5,0,10.66,25.03,48.4,70.72,78.23,,,,,,,,,,,,,,,,,,9.0,1990.4,0.67,,,,,0.0,,1,5.08,9.0,45.73,32.0,162.61,152.0,772.4,198.0,1006.15,565.0,2871.08,28.0,142.28,0.0,0.0,4019.51,985.82
LaPalmacity,CA,,,1,15392,3.2,4.17,59.91,31.11,12.16,16.96,29.17,15.75,5.24,15392,100.0,54364,90.63,0.86,50.34,12.22,3.2,12.34,56959,19337,21960,18848,40457,15184,12119.0,14640,904,5.89,3.34,11.15,31.52,2.5,74.04,21.68,20.4,7.78,36.65,6.76,31.95,9.45,8.12,3.41,83.33,79.48,88.99,78.35,64.29,69.33,88,0.88,4251,15.08,18.96,32.35,42.98,4.16,5.24,8.93,11.87,63.94,6.41,6.93,5.92,3.2,3.3,2.91,76.5,8.29,26.48,3,120,97.57,74.18,0.0,15.83,1971,0.85,0.12,255600,306500,360500,104900,672,729,881,209,810,27.5,23.0,11.2,0,1,27.62,44.28,58.81,71.95,89.85,,,,,,,,,,,,,,,,,,1.9,8169.9,0.67,,,,,0.0,,1,6.22,2.0,12.43,16.0,99.45,41.0,254.85,140.0,870.21,378.0,2349.58,128.0,795.62,12.0,74.59,4090.0,372.95
SunPrairiecity,WI,25.0,78600.0,2,15333,2.74,0.67,98.15,0.56,1.0,13.82,27.52,12.14,8.57,0,0.0,35301,86.0,0.81,54.29,21.35,3.28,12.43,40271,14268,14421,6933,7004,8490,9616.0,10474,475,3.13,5.76,16.07,20.89,2.75,74.66,18.31,20.21,15.89,25.41,7.61,27.17,11.62,9.73,3.17,77.92,78.09,86.21,80.93,76.75,82.13,227,1.94,168,8.33,10.12,11.31,14.29,0.09,0.11,0.12,0.16,96.18,0.27,3.88,2.89,2.72,2.99,2.37,61.95,1.57,40.4,3,113,98.02,56.32,1.77,14.16,1970,1.28,0.09,63300,74400,91100,27800,363,433,491,128,465,23.6,19.4,12.7,0,0,1.1,76.77,47.61,78.12,89.62,,,,,,,,,,,,,,,,,,7.3,2105.1,0.24,,,,,0.0,,0,0.0,4.0,22.79,0.0,0.0,9.0,51.29,69.0,393.21,661.0,3766.81,27.0,153.86,6.0,34.19,4348.07,74.08
Medfordcity,MA,17.0,39835.0,8,57407,2.63,4.07,93.41,2.01,1.72,13.31,29.49,15.44,15.05,57407,100.0,38859,77.13,0.53,47.55,32.16,5.73,18.38,45532,16941,17131,15590,15251,12047,12799.0,11484,3834,6.93,7.38,21.0,23.66,5.8,63.02,14.21,29.31,9.31,30.53,5.24,39.8,8.24,6.86,3.11,78.76,77.19,91.86,80.51,61.63,68.3,695,1.71,6773,14.0,18.65,21.39,25.78,1.65,2.2,2.52,3.04,84.05,2.13,4.85,3.28,2.54,2.79,2.21,62.69,1.16,49.95,3,821,96.38,57.1,0.97,38.0,1939,0.86,0.27,156600,182400,218900,62300,403,579,723,320,665,25.4,23.1,14.1,21,0,11.8,74.67,63.07,85.45,90.38,118.0,210.81,85.0,151.86,8100.0,14471.0,68.6,210.8,99.17,94.07,4.24,1.69,0.0,5.93,6.0,10.0,66.1,8.4,6809.5,16.88,20.0,6258274.0,72.03,0.0,5.08,111806.8,0,0.0,8.0,14.29,36.0,64.32,392.0,700.33,336.0,600.28,1045.0,1866.94,359.0,641.37,4.0,7.15,3115.73,778.93
Greshamcity,OR,,,3,68235,2.65,1.08,93.83,2.75,3.35,14.27,26.91,12.71,8.81,68235,100.0,31833,82.31,0.98,39.06,21.39,4.91,14.7,36664,13526,13704,11039,10871,12440,7190.0,7960,5550,8.25,5.03,16.35,15.89,4.36,68.11,16.05,20.25,14.72,22.46,10.7,27.1,14.71,12.79,3.1,76.07,74.5,83.68,77.84,61.23,71.26,1024,2.14,3490,16.53,26.76,34.87,38.74,0.85,1.37,1.78,1.98,93.01,1.33,4.0,2.87,2.62,2.83,2.33,63.02,2.85,42.2,3,1273,95.28,58.35,1.81,18.22,1974,2.58,0.15,59000,71100,89200,30200,327,386,467,140,446,26.1,20.6,14.1,22,0,5.11,51.99,44.93,76.07,87.28,,,,,,,,,,,,,,,,,,22.9,2984.9,5.73,,,,,0.0,,1,1.25,52.0,65.0,110.0,137.51,111.0,138.76,736.0,920.07,2320.0,2900.22,679.0,848.81,29.0,36.25,4705.35,342.53
